"filename", "language", "Markdown", "PHP", "XML", "JSON", "MS SQL", "Properties", "JavaScript", "HTML", "Docker", "CSS", "Ini", "YAML", "comment", "blank", "total"
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap-5.3.3-dist/js/bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -6, 0, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap-5.3.3-dist/js/bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, -3604, 0, 0, 0, 0, 0, -584, -307, -4495
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap-5.3.3-dist/js/bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -6, 0, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 0, -4836, 0, 0, 0, 0, 0, -571, -1342, -6749
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -6, 0, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 0, 0, -3425, 0, 0, 0, 0, 0, -483, -1060, -4968
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -6, 0, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, -3464, 0, 0, 0, 0, 0, -489, -1064, -5017
"/home/ser/Projects/Docker/site2/public/http/media/js/bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -6, 0, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/frontend/userinfo.js", "JavaScript", 0, 0, 0, 0, 0, 0, -51, 0, 0, 0, 0, 0, -4, -10, -65
"/home/ser/Projects/Docker/site2/public/http/media/js/language.js", "JavaScript", 0, 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, -4, -10, -32
"/home/ser/Projects/Docker/site2/public/http/media/js/modules/urlbuilder/dynamicTarget.js", "JavaScript", 0, 0, 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, 0, -2, -16
"/home/ser/Projects/Docker/site2/public/http/media/js/modules/urlbuilder/urlbuilder.js", "JavaScript", 0, 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, -1, -7
"/home/ser/Projects/Docker/site2/public/http/media/js/popper.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -4, -2, -7
"/home/ser/Projects/Docker/site2/readme.md", "Markdown", -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -47
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/FilterInterface.php", "PHP", 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -15
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/LimitInterface.php", "PHP", 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/OffsetInterface.php", "PHP", 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/OrderByInterface.php", "PHP", 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -18
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/SearchCriteriaFactoryInterface.php", "PHP", 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -16
"/home/ser/Projects/Docker/site2/server/Api/Models/SearchCriteria/SearchCriteriaInterface.php", "PHP", 0, -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -17, -48
"/home/ser/Projects/Docker/site2/server/Models/Sql/SearchCriteria/Filter.php", "PHP", 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -26
"/home/ser/Projects/Docker/site2/server/Models/Sql/SearchCriteria/Limit.php", "PHP", 0, -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -36
"/home/ser/Projects/Docker/site2/server/Models/Sql/SearchCriteria/Offset.php", "PHP", 0, -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -24
"/home/ser/Projects/Docker/site2/server/Models/Sql/SearchCriteria/OrderBy.php", "PHP", 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -11, -57
"/home/ser/Projects/Docker/site2/server/Models/Sql/SearchCriteria/SearchCriteria.php", "PHP", 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -16, -81
"/home/ser/Projects/Docker/site2/sql/admin_users.sql", "MS SQL", 0, 0, 0, 0, -45, 0, 0, 0, 0, 0, 0, 0, 0, -6, -51
